id,lng,lat
第二工业园中转站,116.272100203495,27.8941244566524
东溪-邓家,116.281725957609,27.8590114336765
梓溪-赵家,116.285077618112,27.8542390958856
上阳-洲上,116.279265521346,27.8514260472752
上阳-下阳,116.279797965538,27.8482506994984
上阳-上阳,116.282581408375,27.8455505375058
上阳-余家,116.286214185898,27.8429574129748
吴家店-来头岗,116.282690925271,27.8368963646343
吴家店-吴家店,116.278279918706,27.840496866968
吴家店-炉下,116.275266347727,27.834823771934
洪坊-洪坊,116.273986539919,27.8253013362274
洪坊-吴家,116.277048482621,27.8268025187863
邱坊-马岭,116.295527637447,27.8336564287015
邱坊-茂源,116.298231919618,27.8248525130656
邱坊-彭源,116.316370235529,27.8168029261163
大路-许坊陂,116.315913392058,27.8384151861586
大路-撮斗科,116.310056319775,27.8430367177967
大路-黄司,116.301364415457,27.8411765431567
大路-团溪桥,116.305205768458,27.8500807515977
大路-大路,116.308840055403,27.8550042529839
梓溪-皱家,116.292093521774,27.8622135607512
梓溪-吴家,116.288947765752,27.863307266283
罗田-许家,116.287460127692,27.8776330373541
李家-周家,116.291615017998,27.873874427804
李家-中李,116.295634071077,27.8741321173571
李家-上李,116.297805667601,27.8714749839009
大升-榨下,116.302615854499,27.8770418694751
大升-谢家,116.307472038353,27.8763051362802
大路-山头铺,116.306261109449,27.8625984555402
梓溪-油榨下,116.294083697971,27.8661666950906
梓溪-吴金,116.287961015338,27.8645519475528
博溪-乌石,116.287304687586,27.8094391079742
头昌-李针,116.32259623388,27.8514290068277
金房-金房,116.323736851806,27.8626908222778
头昌-大桥,116.325683878411,27.8590248921793
头昌-鲍家,116.328987847473,27.8566116256929
头昌-下坡,116.332398213071,27.8547060894835
头昌-北坑,116.340977531177,27.8538891751509
舍头-廖家,116.34404737876,27.866761189506
舍头-舍头,116.331849097552,27.8787795171799
金房-丰塅,116.326018188469,27.8689048275043
金房-朱司,116.321111707683,27.8702258193805
金房-石塘,116.318041651859,27.8759007883342
曾家油榨下,116.317653292922,27.8800286224729
后坊-全坊,116.309902179028,27.8890666550269
后坊-前刘,116.311042389348,27.8916258967741
黄湾-下黄,116.302159472627,27.889186205405
黄湾-上黄,116.301978425208,27.8858035146899
大升-老余,116.300021125835,27.8828600157058
大升-黄邓,116.29925755526,27.8819205631476
大升-肖家,116.297117701704,27.8795721594061
大升-新余,116.296633379593,27.8814734466943
下庄-杨家,116.293514753664,27.885101755181
石鼓-杨铁,116.308219205265,27.9095768781166
石鼓-石鼓,116.311291000768,27.9080220298702
下城-颜坊,116.31820760754,27.9037928781325
下城-江家,116.3284184475,27.9049857518657
下城-吴家,116.328545362148,27.907239942533
下城-娄家,116.328144382436,27.9098242099098
下城-源头,116.340062355225,27.9103959324359
东殿-程家合,116.333909026982,27.9206868107362
东殿-胡家,116.331257675829,27.9193067155982
城上-城上范家,116.326325845802,27.9204685161152
城上-邱家,116.325656634836,27.9156498211746
城上-城上周家,116.323334991042,27.9160438720559
城上-角上饶家,116.321372022085,27.9186513931321
山头-韩家,116.319715286916,27.922514988429
城上-白马庙饶家,116.325127131927,27.925530536175
东殿-石狮口,116.330509139316,27.9299992882571
笠上-上周,116.331003833327,27.9316609477468
东殿-东殿,116.334872511512,27.9293163024692
东殿-王家仓,116.338107995159,27.9342726223092
笠上-南山,116.3378449745,27.9394171605393
笠上-浮堆,116.329776381414,27.9375357634891
笠上-胥郭,116.330438309571,27.9355691701746
笠上-玔口,116.328570512412,27.9352259418973
笠上-笠上,116.324521447791,27.9326117778564
笠上-杏玔,116.319802274588,27.9362862733446
笠上-陂头,116.316537456385,27.933207783424
山头-刘邓邹家、翁家桥,116.313490208097,27.9262865215653
山头-吴家,116.31302837667,27.9236123220969
石鼓-尧家,116.313740271545,27.9156279427572
石鼓-杨家,116.309177336898,27.9157932313674
山头-涂家,116.308019288219,27.9227793958072
林源-林源,116.303233851238,27.9212034085812
园石-黄司,116.288638905416,27.8994114327138
仓下-黄舍,116.284407480404,27.9207070993236
仓下-欧阳,116.289980612494,27.9228356480297
仓下-述溪,116.291634508769,27.9228192785346
林源-新庄,116.298091665307,27.9281104191447
林源-洲上黄家,116.297040710132,27.9226659228475
林源-排上黄家,116.299042376232,27.921066871152
林源-庙下黄家,116.298274576517,27.9193311486689
林源-港下范家,116.294904168876,27.9186703458385
林源-华家,116.295063212375,27.91500551936
林源-罗坊,116.29493012956,27.9136368788362
仓下-吕坊,116.294282009066,27.9060869146587
黄湾-洲上,116.299942918106,27.9016054250872
黄湾-窑上,116.302994618293,27.9009120142205
石鼓-吴艾柳湾,116.30357800942,27.9042122370562
后坊-李家园,116.308018888804,27.8999063985809
石鼓-上舍,116.312745661437,27.9026025339809
后坊-华家,116.314631316093,27.902597053264
皱家-皱家,116.327539124688,27.9013967367582
安全-邹家,116.330227057441,27.9016630348324
下舍-下全,116.345321387394,27.9024423232903
下舍-上全,116.343497267905,27.8892680336257
下舍-荣斯桥,116.348628375238,27.8856811863026
舍头-封家,116.343716609438,27.8773854137201
下舍-章家,116.341793868305,27.8807401861057
下舍-下舍,116.340205070651,27.8896857662039
连城-胡头,116.322589269256,27.896349055008
后坊-背刘,116.311978312563,27.8934582670252
黄湾-黄铁湾,116.302231080286,27.8942577392199
下庄-下庄,116.293856677444,27.8887216614885
下庄-古罗坪,116.290484752422,27.8864925539762
罗田-榨下,116.286632342598,27.8840822869987
刘家-刘家,116.252279948807,27.9296251554034
乐家-巷口,116.261615621199,27.9320885257354
乐家-里阮,116.26263034902,27.9334333980624
乐家-阮家,116.259970024491,27.9357085834199
乐家-乐家、姚家,116.261508374021,27.9366840017917
乐家-胡家,116.267449813952,27.9368493975556
乐家-桥头,116.272432816761,27.9366437034537
东梁-黄家,116.273054808453,27.9438838444973
梁宪-尧官城,116.27674892814,27.9477802440559
东梁-东梁,116.272233947065,27.9493624715646
东梁-下屋,116.269014932245,27.949233778673
东梁-上屋,116.266085531314,27.9484306055096
西廨-朱家,116.266884697728,27.9435329738635
西廨-邱家,116.259396268392,27.9469880080163
西廨-西家渡,116.259619633838,27.9451056617266
西廨-上屋吴,116.260259882064,27.9434583245845
西廨-桥头吴、段里吴,116.260120313631,27.9413703725365
乐家-彭家,116.25851768579,27.9401753683605
刘家-徐程,116.252477224617,27.9382184996144
刘家-新居上,116.248521975182,27.9391154632772
祝坊-朱皮,116.24812784813,27.9434860605511
祝坊-磨下,116.24843378274,27.9520763026336
西廨-郑家、郭家,116.260213724012,27.954889578324
杨家-上杨,116.263822857973,27.9586924542481
杨家-九房,116.263648084483,27.9602867083944
杨家-七房,116.265538600537,27.9593893059131
杨家-前下杨,116.267272266255,27.9616918504671
杨家-背下杨,116.268179723012,27.9605113024313
东梁-付家,116.270408117203,27.9535854520845
东梁-梁道,116.271840811637,27.9530450277946
梁宪-祝家,116.275534680807,27.9560538433437
梁宪-梁宪,116.279354408811,27.9525875461279
梁宪-付家,116.283660969372,27.9503324279454
梁宪-陈家山,116.282672507112,27.946784062933
丁家-大路丁家,116.282177345614,27.9416443744108
丁家-塘城丁家,116.285232949755,27.9407327392865
丁家-熊家,116.289450154595,27.9400464447164
河西街-李家,116.296478106794,27.9434824497082
河西街-河西街,116.297940357556,27.9426150396968
河西街-黎家,116.295982433317,27.9394960905615
河西街-罗家,116.297143493335,27.9373620239315
河西街-下黄,116.293531473009,27.935619052973
丁家-黄锡村,116.282594737466,27.9346977139736
仓下-阮家,116.274001951563,27.9281403531111
仓下-杉岭,116.267859515109,27.9245708402313
仓下-詹司,116.266110687476,27.9186666157506
仓下-七里源,116.259427272098,27.9074037343582
仓下-仓下,116.262811808854,27.9150378355218
塘湾-下程,116.251941014315,27.9234862132247
塘湾-中程,116.247784389631,27.923879192235
塘湾-胡家,116.24604594968,27.9186473540016
塘湾-戈家,116.244403193633,27.9145558980849
曾家-吴家,116.242007998161,27.9145223200064
曾家-刘家,116.240400037598,27.9186347204534
曾家-曾家,116.235072060676,27.9160691217892
曾家-詹家,116.230296431712,27.9129089278689
曾家-万家,116.229797326752,27.9198979799782
曾家-杨树湖,116.233783154595,27.9207138295605
曾家-戴家,116.236876650211,27.9223787193536
官田-张家,116.229018958349,27.9285707758777
官田-潘黄,116.231065387921,27.9319950671819
官田-熊司,116.226801299113,27.9348366973522
官田-岗上,116.23768449515,27.9412309444005
林源-招塘,116.300295695667,27.9323700120747
园石-园石,116.281183710393,27.8872458222117
园石-上章,116.28147994952,27.8840374100358
罗田-花家,116.287309463363,27.8805162608355
罗田-曾家,116.285153103521,27.8803830675893
东溪-詹家洲,116.278679744364,27.8734982767123
东溪-东溪洲,116.279019957261,27.8660259329944
棠溪-棠铺涵,116.269207322925,27.866051738635
棠溪-瓦脊上,116.267187900342,27.8683788150345
棠溪-里黄,116.264655923666,27.8712358586164
棠溪-章家,116.27034272083,27.8710003816139
罗湖中转站,116.387044297433,28.0760034586628
新积-老街区,116.416387267613,28.0832711518679
新积-新街区,116.418235511745,28.0817332527824
里士,116.421516215111,28.0807619148734
何家-山赛山,116.433617001351,28.086154715714
何家-郑家,116.437137205359,28.0825874414884
何家-吴城桥,116.434159888871,28.079460023557
何家-何家,116.434156336213,28.0755778181595
何家-黄山,116.432363776761,28.0707807766773
樟溪-樟溪,116.425272853686,28.0662403190706
雷溪-下塘组,116.437090730364,28.0643889288519
雷溪-雷溪,116.438639471756,28.0688112300857
宋家-汪洋,116.448158805358,28.0711409858383
宋家-前宋,116.446526599363,28.0767812033589
宋家-后宋,116.445603613711,28.0802615902202
黄铁-西源三、四组,116.452914040237,28.080592965895
黄铁-西源-一、二组,116.451399240862,28.0831494809746
黄铁-源头五组,116.456160750008,28.0894205502072
何坊-沙坑组,116.463446273537,28.0896586147637
牙背-牙背一组,116.475180294124,28.1101358529716
牙背-胡家一、二组,116.469705853548,28.1137210484589
牙背-李家湾村,116.469233793135,28.1118080483193
何坊-下陈,116.461587123823,28.100221741346
何坊-上陈,116.46131589541,28.0968529237303
黄铁-前、后洪,116.450329984821,28.0901703173346
黄铁-杨家组,116.446001561111,28.0903864141473
黄铁-上徐组,116.441502345773,28.0944104664099
墩上-墩上,116.42553086304,28.0904858812191
新积-上章,116.416401900814,28.0871057508124
艻口-阮家村,116.37208056354,28.0460644803328
艻口-刘邱村,116.373587603719,28.0445766855513
艻口-上张村,116.373129125179,28.0431481228347
艻口-下张,116.367807279591,28.045043959804
艻口-湖西,116.368346693542,28.0377054298922
艻口-湖东村,116.370119460103,28.0389002315823
庙东-渡口村,116.384204407605,28.0332728440352
下璜-周家,116.379133976692,28.0288846505189
下璜-王家,116.378028592252,28.0286750956853
下璜-李家2组,116.37634495265,28.0299225120286
下璜-饶家,116.374893033593,28.0291099712249
下璜-汤家,116.374445126917,28.0283679506701
下璜-李家3组,116.37387641871,28.0309283693979
中洲-杨家村,116.367308238281,28.0282765166597
中洲-周龙村,116.366286836896,28.0237150101982
中洲-赵家口,116.361348448302,28.0224130440803
下李-徐李村,116.353955190814,28.0196925693592
下李-下李4组,116.350942560393,28.021546160582
下李-下李3组,116.350832811111,28.0241024052911
下李-胡家,116.345845686782,28.02432133652
下李-姜家,116.345229689764,28.0285734674058
下李-陈家,116.342743608043,28.024138727833
严家-廖家,116.342452845397,28.0195614412924
严家-狮子山6组,116.339354770612,28.0183422281685
严家-严家,116.341311017283,28.0174311149211
严家-破港村,116.340541641432,28.0126717259768
严家-肖家桥,116.338863645419,28.0147470717973
严家-狮子山7组,116.334474590679,28.0172299542485
下李-颜家,116.33271899,28.02294999
下李-何家渡,116.336337306539,28.025979743265
斗门-上杨,116.339407053201,28.0305758312704
斗门-廖家,116.338288215062,28.0317200847519
斗门-陈家、胥家,116.341316027504,28.0341816413814
斗门-下李、廖家,116.347499163602,28.0338848344367
斗门-喻家,116.351741867268,28.0372584016191
中洲-西邓村,116.352025475481,28.0317397256324
下李-龚张村6组,116.352017341368,28.0291074077008
下李-龚张7组,116.353475336642,28.0282068771598
中洲-后游邓,116.354960696205,28.0316451273298
中洲-头门村,116.360688179969,28.0301219773893
中洲-燕尾村,116.362495034477,28.0308177061826
中洲-黄家口,116.360374311654,28.0339150392206
艻口-上殷,116.358625327483,28.0398316527601
艻口-下殷,116.355293887785,28.0432749655544
畲塘-汤家,116.355335884131,28.0447050196483
畲塘-韩家,116.355419193561,28.0503393977543
蝉塘-廖家,116.387633485957,28.0882836163
罗湖-章家,116.379173526622,28.0906580563226
罗湖-何家,116.377145248056,28.0918990966902
下饶-下饶,116.37014266217,28.0972447145391
下饶-东甘,116.367782639102,28.0989371903924
支村-陈孟,116.372508404041,28.1037708652417
罗溪-罗家渡,116.380127182024,28.1094563799285
罗溪-栎壤,116.388356256096,28.1151778730596
山背-八、九组,116.388350139557,28.13179285568
山背-一、二、三组,116.38621090967,28.1336328621811
山背-五、七组,116.383434284344,28.1313541132903
山背-六组,116.384236864515,28.1296270190374
支村-傅坊,116.366324027867,28.1080007477382
支村-支村,116.363223859297,28.107954442153
支村-邱黄,116.359202260244,28.10820628723
下饶-黎家,116.362514156307,28.1009685388772
下饶-西甘,116.364432008573,28.0991356155474
下饶-枧头,116.364518827,28.0943892969166
观前-下易河湖,116.354848483172,28.0961621255777
官庄-官庄,116.354286297522,28.0905154126321
华溪-袁家,116.361211260138,28.0908122986585
华溪-万家,116.364470333798,28.0884903003402
许家村-七-十组,116.374122307457,28.0811637681238
许家村-三组,116.375988098879,28.0830442506313
华溪-喻家蔡家,116.365753122343,28.0778010647063
华溪-章杨,116.361852270133,28.0794587839883
岗上-冷水,116.35557264681,28.0812086982525
烟墩-烟墩,116.348510388341,28.0804528255134
铁堡-下邹,116.3434356707,28.0811943243509
烟墩-岗上,116.343194016581,28.086421669709
铁堡-田塅,116.33819368398,28.0817529193535
铁堡-院下,116.336439913102,28.0803664413974
畲塘-潘家,116.340928310141,28.0759022466537
畲塘-汪家,116.336800971373,28.075534059415
畲塘-饶家,116.332711530082,28.0730962957679
龙湾-刘家,116.339931644753,28.0637688215249
龙湾-张家,116.334662574823,28.0602815984107
龙湾-辛家,116.34089697572,28.0533098027173
龙湾-何家,116.350126022744,28.0581674530916
龙湾-饶家,116.346974087435,28.061967918257
畲塘-付家,116.349272489246,28.0685806024058
畲塘-上姜村,116.346914886119,28.0713231555665
邹杨-游家,116.352706671199,28.074484624156
邹杨-邹家,116.355278714536,28.0761310909214
邹杨-吴家,116.358146594651,28.0749788166815
邹杨-王家,116.356662628435,28.0731177823981
永丰-游家,116.357316381277,28.0664531925006
永丰-外朱,116.358791625579,28.0629271676512
永丰-黎章吴,116.357977401963,28.0598790295136
沙溪-沙溪,116.364256020909,28.0594185041117
沙溪-东洲黄家,116.36818222654,28.0681914542979
沙溪-东洲徐家,116.366654834854,28.0694543244637
双林-廖打渔,116.37980141719,28.0710745951463
双林-阮家,116.375333403713,28.0739518736746
双林-尧家,116.370654280342,28.0736025123506
双林-下顾,116.372148220332,28.0714321858156
双林-上顾,116.374679270286,28.0706163546522
沙溪-詹吴,116.371619456147,28.0613290424792
良溪-苏家,116.37681137818,28.0628247609217
良溪-下徐,116.380443573168,28.06379045939
良溪-上徐,116.388190123106,28.0620734439994
丁村-一-三组,116.395796160768,28.0484769003992
南头-二、七-九组,116.393321334992,28.043579048156
沿岗村-沿岗,116.405173784515,28.0439176827589
白米-南岗,116.414081454604,28.0535293937461
白米-白米坑,116.404451250005,28.0576647654962
白米-胡家岭,116.399864250192,28.0609035330526
舍前-雷坊庙,116.40815753915,28.0703722630791
中华-廖家,116.408167048516,28.0814886763128
塘头-一-七组,116.412305111573,28.0853179209684
中华-冯家,116.403944502456,28.0857480322546
中华-何家,116.397913196492,28.0871938854611
中华-李家,116.401283596264,28.0832860980586
舍前-北邓,116.402253518336,28.0777228066822
舍前-章家,116.399060345088,28.0775350319751
舍前-南邓,116.400256322366,28.0730354559888
舍前-周溪,116.393479277767,28.0730235867899
嵩湖中转站,116.485585033748,27.9125637554831
嵩湖-下熊,116.479454366104,27.9086704976173
官家-下罗,116.475726586934,27.907703751747
嵩湖-杜下谢,116.476190537704,27.9151015163787
上聂-饶徐,116.469301219667,27.9141878953198
嵩湖-圳上熊家,116.471009462507,27.9113137668369
上聂-李家,116.46757273902,27.9107281836182
上聂-陈坊,116.466761175487,27.9133139811983
上聂-张家,116.464698276606,27.9161593236701
上聂-上聂,116.46658378174,27.9201008363703
上聂-榨下,116.471045848725,27.9185937714906
上聂-苪坊张,116.472854950302,27.9206869302873
上聂-苪家,116.47215772979,27.9222389505478
上聂-泗溪湖,116.467952668518,27.9271540178279
上聂-下聂,116.462072067859,27.9253048740902
上聂-王家,116.458338140647,27.9207516372021
曹家-饶家,116.441592327585,27.9153725329927
曹家-麻岭杨家,116.448059611121,27.910507772243
曹家-麻岭范家,116.451639504025,27.9045427440116
曹家-溪陈家,116.455215214909,27.9006715972483
曹家-熊家,116.457424441807,27.9011439262689
曹家-曹家,116.462305304814,27.9038434498597
曹家-危家,116.462524154755,27.8997472974933
曹家-杨窑,116.463818056866,27.8937135002248
下泽-大源饶家,116.442907699234,27.8915177065339
下泽-大源全付,116.444502939796,27.8902391396264
下泽-上泽,116.454196788023,27.8781159403514
站上-傅坊周家,116.458875833944,27.8721060961781
站上-西溪张家,116.463331533972,27.870670986897
站上-官峰邹家,116.464802658141,27.8750859975154
站上-港西饶家,116.465404369111,27.879811926515
下泽-下泽,116.463163264171,27.8826409070115
陈油-杨林桥,116.470208169944,27.8817307562074
官家-前排,116.471800030381,27.8912575908355
官家-叶家,116.476663851596,27.8945420945446
官家-何家,116.469333459174,27.9003530357602
官家-谢坊,116.471884703849,27.9017894391876
官家-官家,116.473116594031,27.9044616413157
官家-周家,116.475997668557,27.9043408471407
官家-上罗,116.478641535059,27.9016591713711
官家-田南吴家,116.481939740928,27.9011359161664
范家-南郑,116.486687804721,27.9000300602303
范家-楼上郑,116.487689771699,27.9027196847468
范家-塅上郑家,116.490936221638,27.9038586671968
范家-汤家岭,116.496455045343,27.9012191319294
陈油-饶米信,116.494899087213,27.8938020433473
陈油-付家,116.484895448142,27.8963522701538
陈油-米山张家,116.482738674902,27.8914986826884
陈油-陈油,116.482556293839,27.8868358616951
陈油-廖坊董家,116.4819113952,27.8791758535155
廖家-廖家,116.482093432896,27.8774759056836
陈油-新村黄家,116.481713121255,27.8725232743026
玉湖-夏家,116.480383049238,27.8684882904698
玉湖-下渡,116.472010443248,27.865811157108
站上-姜坊李家,116.46428245429,27.8589971789255
站上-彭坊全家,116.458605690618,27.8539472932865
站上-乌溪杨家,116.453070993853,27.8590143775217
站上-乌溪周家,116.450289940626,27.8625686211135
白竹-铁炉塘熊家,116.436748908515,27.8586227516568
白竹-梳桩田吴家,116.433721942639,27.847007456587
白竹-新张,116.426602765989,27.8451343202791
白竹-北溪黄家,116.419404755647,27.8441573954714
白竹-北溪潘家,116.423998950101,27.8398054187301
下张-墩后黄家,116.427019063763,27.8284253728406
下张-墩后周家,116.431586488105,27.8282342506842
下张-古塘邓家,116.426110779031,27.8190257477203
下张-塅上钱家,116.424947622836,27.8151338194151
下张-河上,116.430763873099,27.8161395698399
下张-港南,116.438177509843,27.8194983644742
下张-湖上封家,116.440895504897,27.8266618851248
下张-吴里,116.442450916677,27.8325564004488
下张-饶家,116.452054260621,27.8299423606602
下张-古港,116.44722857946,27.8249615637109
下张-下张,116.445136129267,27.8188753404425
下张-山东李家,116.452480119488,27.8204471185525
下张-山东朱家,116.457427247874,27.818383916979
下张-茶园龚家,116.458460411421,27.823006727515
东馆-塅上陈游,116.47491630183,27.8357196728391
东馆-梦桥郄,116.467711463797,27.8362140378881
站上-吕桥,116.464064562979,27.8370718966466
站上-站上,116.460405081064,27.8403899024351
站上-白坊,116.461387607106,27.8458125072153
玉湖-王家,116.475909165778,27.8536746443657
刘村-小羊坊,116.507035831975,27.8502763387102
刘村-上黄,116.515640861998,27.8520900817417
刘村-嵩源危家,116.511992878458,27.8533484439917
刘村-上龙邓家,116.507006611151,27.8584624928609
刘村-下溪邓家,116.500458303772,27.8646556159967
加升-南门高家,116.521767821212,27.884499333882
加升-李家,116.525968271776,27.8896490081383
加升-吴家,116.519354362289,27.8894356955099
加升-颜家,116.52056214217,27.8933304738565
加升-枫树下,116.517559474483,27.8974434120628
加升-朱家桥,116.519056701846,27.8996921126281
江下-花园李家,116.521752792914,27.9036511110133
范家-李家坑,116.514634691231,27.9106116987215
范家-秤砣山丁家,116.510178315565,27.9182795855417
范家-加湖汪家,116.502930309358,27.9163470443493
范家-加湖谢家,116.503756762211,27.9147829925933
范家-徐家岭,116.495857641508,27.9071398727412
范家-范家,116.491206608702,27.911974955008
嵩湖-上谢,116.486655542824,27.910883784284
江下-上栎坪,116.520524793435,27.9099203876327
江下-下栎坪2,116.521655159673,27.9102792741364
江下-下栎坪1,116.521655159673,27.9102792741364
江下-汤家,116.532651390584,27.9073969909301
江下-龙家,116.527500174362,27.9045710054125
江下-江上,116.528575556712,27.9024838037258
加升-东坑傅家,116.529102983683,27.8916932659163
加升-彭坊,116.530866674229,27.8815416855308
厚源-厚源1,116.534589415625,27.8606327045036
厚源-厚源2组,116.538351643105,27.859184661885
饶家-饶家村,116.54937169977,27.8731913466537
饶家-饶家3、4组,116.550029060076,27.8767937649403
付家-瑶上封家,116.57087403763,27.875690427533
付家-瑶千谢家,116.566794377827,27.8833586954723
付家-外陈坊,116.567074114791,27.896416989823
付家-傅家1,116.558086245343,27.9004174240957
付家-南门谢家,116.557588123613,27.9023821349517
付家-阮家,116.554477252379,27.9097947015791
